from,rel,to
http://www.wikidata.org/entity/Q1167912,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2641426
http://www.wikidata.org/entity/Q3633456,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q2428778,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3080509,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q126467,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q3222518,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q208195
http://www.wikidata.org/entity/Q57285436,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q628179
http://www.wikidata.org/entity/Q3622074,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q144
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q179700
http://www.wikidata.org/entity/Q3204212,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1462695
http://www.wikidata.org/entity/Q2428778,http://www.wikidata.org/prop/direct/P571,1493-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q15973110,http://www.w3.org/2000/01/rdf-schema#label,"1805, Les Cuirassiers avant la charge"
http://www.wikidata.org/entity/Q2360329,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q514847
http://www.wikidata.org/entity/Q3335976,http://schema.org/description,tableau de Antoine-Jean Gros
http://www.wikidata.org/entity/Q17633041,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q316
http://www.wikidata.org/entity/Q3842617,http://www.wikidata.org/prop/direct/P373,Madonna and Child with Angels - Marco Zoppo - Louvre RF 1980-1
http://www.wikidata.org/entity/Q3206488,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q2946
http://www.wikidata.org/entity/Q3686086,http://www.wikidata.org/prop/direct/P1476,Pastoral Concert
http://www.wikidata.org/entity/Q3772184,http://www.w3.org/2000/01/rdf-schema#label,The Beggars
http://www.wikidata.org/entity/Q23898,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q70899
http://www.wikidata.org/entity/Q783563,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1236032
http://www.wikidata.org/entity/Q5419125,http://schema.org/description,peinture de Philippe de Champaigne
http://www.wikidata.org/entity/Q1167912,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q506294
http://www.wikidata.org/entity/Q1231009,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q2912117,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q10563755
http://www.wikidata.org/entity/Q16649045,http://schema.org/description,painting by Jean-Auguste-Dominique Ingres
http://www.wikidata.org/entity/Q17633041,http://www.w3.org/2000/01/rdf-schema#label,Les Deux Cousines
http://www.wikidata.org/entity/Q17495108,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q5659824,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q89
http://www.wikidata.org/entity/Q1516449,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q19059868
http://www.wikidata.org/entity/Q11770763,http://www.wikidata.org/prop/direct/P1476,Pedazos de Abeja
http://www.wikidata.org/entity/Q17493279,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q1362177,http://www.wikidata.org/prop/direct/P1684,Melencolia I
http://www.wikidata.org/entity/Q3873242,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q15973357,http://www.w3.org/2000/01/rdf-schema#label,L'Asperge
http://www.wikidata.org/entity/Q3451370,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3910090,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q2427320,http://www.wikidata.org/prop/direct/P1476,La Vierge de Lorette
http://www.wikidata.org/entity/Q17495466,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3329787
http://www.wikidata.org/entity/Q3399430,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3814745,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q11706236
http://www.wikidata.org/entity/Q38489201,http://www.w3.org/2004/02/skos/core#altLabel,Paysage de Norvège
http://www.wikidata.org/entity/Q3222406,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1785957
http://www.wikidata.org/entity/Q3873242,http://schema.org/description,tableau de Luca Signorelli
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q1028181
http://www.wikidata.org/entity/Q24877993,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q3243461
http://www.wikidata.org/entity/Q97730676,http://www.wikidata.org/prop/direct/P2048,45
http://www.wikidata.org/entity/Q23011437,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3937621,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q80151
http://www.wikidata.org/entity/Q29656600,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q5818528,http://www.wikidata.org/prop/direct/P2049,144
http://www.wikidata.org/entity/Q325981,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q54050
http://www.wikidata.org/entity/Q23904,http://www.wikidata.org/prop/direct/P2048,313
http://www.wikidata.org/entity/Q2343778,http://www.w3.org/2004/02/skos/core#altLabel,Madonna and child with Saint John the Baptist
http://www.wikidata.org/entity/Q3213780,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q29654799,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q15934368,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q5640196,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q737062,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q15623104
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q151083
http://www.wikidata.org/entity/Q23011437,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3686086,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q3374376
http://www.wikidata.org/entity/Q29530,http://www.w3.org/2004/02/skos/core#altLabel,28 Juillet
http://www.wikidata.org/entity/Q1215717,http://schema.org/description,altarpiece by Fra Angelico in the Louvre
http://www.wikidata.org/entity/Q849063,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q3068259,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q467
http://www.wikidata.org/entity/Q1799047,http://www.w3.org/2004/02/skos/core#altLabel,La Patisserie Gloppe
http://www.wikidata.org/entity/Q594470,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q5597
http://www.wikidata.org/entity/Q13107489,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8074
http://www.wikidata.org/entity/Q47512127,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q5640196,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q11410
http://www.wikidata.org/entity/Q24011,http://www.wikidata.org/prop/direct/P571,1806-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q23021861,http://schema.org/description,tableau de Le Guerchin
http://www.wikidata.org/entity/Q1282978,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q216999
http://www.wikidata.org/entity/Q12900049,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q497903
http://www.wikidata.org/entity/Q17493706,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q650711
http://www.wikidata.org/entity/Q1167178,http://www.w3.org/2000/01/rdf-schema#label,The Painter's Studio
http://www.wikidata.org/entity/Q2912117,http://www.w3.org/2000/01/rdf-schema#label,The Tub
http://www.wikidata.org/entity/Q3814745,http://www.wikidata.org/prop/direct/P571,1635-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q591762,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2529591
http://www.wikidata.org/entity/Q3206722,http://www.wikidata.org/prop/direct/P2049,52
http://www.wikidata.org/entity/Q4191448,http://www.wikidata.org/prop/direct/P495,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q97647006,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q51625
http://www.wikidata.org/entity/Q1986597,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q15707415,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q734844
http://www.wikidata.org/entity/Q1167178,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q104511813,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q798034,http://www.w3.org/2004/02/skos/core#altLabel,Saint John the Baptist
http://www.wikidata.org/entity/Q2533791,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q83155
http://www.wikidata.org/entity/Q3842572,http://schema.org/description,peinture de Cima da Conegliano
http://www.wikidata.org/entity/Q15617821,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q14378
http://www.wikidata.org/entity/Q212616,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q37068
http://www.wikidata.org/entity/Q18573283,http://www.wikidata.org/prop/direct/P2049,210
http://www.wikidata.org/entity/Q1448728,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q62506
http://www.wikidata.org/entity/Q2734892,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q687182,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q80015380
http://www.wikidata.org/entity/Q783215,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q40662
http://www.wikidata.org/entity/Q18397036,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q287
http://www.wikidata.org/entity/Q1212737,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q165853
http://www.wikidata.org/entity/Q2428778,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q15934792,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q5745603,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q107425
http://www.wikidata.org/entity/Q9158957,http://www.wikidata.org/prop/direct/P1476,The angel Raphael leaving Tobit and his family
http://www.wikidata.org/entity/Q16070465,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q235113
http://www.wikidata.org/entity/Q3220656,http://www.wikidata.org/prop/direct/P2049,129
http://www.wikidata.org/entity/Q27557223,http://www.wikidata.org/prop/direct/P1476,Perseus op Pegasus verslaat de draak om Andromeda te redden
http://www.wikidata.org/entity/Q1167178,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q478679
http://www.wikidata.org/entity/Q18573283,http://schema.org/description,painting by Palma Vecchio
http://www.wikidata.org/entity/Q3527390,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1404150
http://www.wikidata.org/entity/Q47169543,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q6034865,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q485027
http://www.wikidata.org/entity/Q18384768,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q54050
http://www.wikidata.org/entity/Q20005936,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q4817
http://www.wikidata.org/entity/Q3686086,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q187997
http://www.wikidata.org/entity/Q10954,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q557141
http://www.wikidata.org/entity/Q1231009,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q152509,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q201097
http://www.wikidata.org/entity/Q3772184,http://schema.org/description,painting by Pieter Brueghel the Elder
http://www.wikidata.org/entity/Q97667173,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q625241
http://www.wikidata.org/entity/Q20901667,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q109607
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q654361
http://www.wikidata.org/entity/Q3335976,http://schema.org/description,painting by Antoine-Jean Gros
http://www.wikidata.org/entity/Q97729099,http://www.wikidata.org/prop/direct/P2049,195
http://www.wikidata.org/entity/Q1215604,http://schema.org/description,painting by Jean Auguste Dominique Ingres
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1319378
http://www.wikidata.org/entity/Q24090,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q18226124,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q80151
http://www.wikidata.org/entity/Q2755121,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q3589109,http://www.w3.org/2004/02/skos/core#altLabel,Ephèbe
http://www.wikidata.org/entity/Q16268861,http://www.wikidata.org/prop/direct/P2048,190
http://www.wikidata.org/entity/Q24160,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q571
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P1066,http://www.wikidata.org/entity/Q462767
http://www.wikidata.org/entity/Q18397401,http://www.wikidata.org/prop/direct/P373,Luigi Cherubini and the Muse of Lyric Poetry (Ingres - Louvre INV 5423)
http://www.wikidata.org/entity/Q99337614,http://schema.org/description,"tableau de Hans Holbein l'Ancien, musée Unterlinden"
http://www.wikidata.org/entity/Q19544603,http://www.wikidata.org/prop/direct/P2049,68
http://www.wikidata.org/entity/Q3605540,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q7031
http://www.wikidata.org/entity/Q3464081,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q45922
http://www.wikidata.org/entity/Q18783510,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q73413855
http://www.wikidata.org/entity/Q1516449,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q9309699
http://www.wikidata.org/entity/Q19982402,http://www.wikidata.org/prop/direct/P2048,67
http://www.wikidata.org/entity/Q7448167,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q342467
http://www.wikidata.org/entity/Q42305169,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3329787
http://www.wikidata.org/entity/Q7777004,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q17491812,http://www.w3.org/2004/02/skos/core#altLabel,Jeunes Grecs faisant battre des coqs
http://www.wikidata.org/entity/Q17627487,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q16011124,http://www.wikidata.org/prop/direct/P571,1617-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3399378,http://www.wikidata.org/prop/direct/P7984,http://www.wikidata.org/entity/Q18809589
http://www.wikidata.org/entity/Q3226360,http://www.w3.org/2004/02/skos/core#altLabel,Le repos au bord d'un ruisseau. lisière de bois
http://www.wikidata.org/entity/Q18688237,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q132543
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3469929
http://www.wikidata.org/entity/Q1193312,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3932055,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q930535,http://www.wikidata.org/prop/direct/P625,Point(2.3263888888889 48.86)
http://www.wikidata.org/entity/Q3697655,http://schema.org/description,painting by Marco Palmezzano
http://www.wikidata.org/entity/Q24688838,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q532
http://www.wikidata.org/entity/Q687182,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q7777004,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3066077,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q798034,http://www.w3.org/2004/02/skos/core#altLabel,Saint Jean-Baptiste
http://www.wikidata.org/entity/Q3918344,http://www.w3.org/2004/02/skos/core#altLabel,Esther se parant pour être présentée au roi Assuerus
http://www.wikidata.org/entity/Q97959646,http://schema.org/description,tableau de Paris Bordone
http://www.wikidata.org/entity/Q17627487,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q656434,http://www.wikidata.org/prop/direct/P1476,"Portrait de femme, dit à tort La Belle Ferronnière"
http://www.wikidata.org/entity/Q97730676,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q5967115,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3039121
http://www.wikidata.org/entity/Q5791685,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q51636
http://www.wikidata.org/entity/Q9397467,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1778821
http://www.wikidata.org/entity/Q17583459,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q672158
http://www.wikidata.org/entity/Q3399388,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q11926873
http://www.wikidata.org/entity/Q2568551,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q193666
http://www.wikidata.org/entity/Q2755121,http://www.wikidata.org/prop/direct/P2049,34
http://www.wikidata.org/entity/Q3851963,http://www.wikidata.org/prop/direct/P2049,27
http://www.wikidata.org/entity/Q21730762,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q39931
http://www.wikidata.org/entity/Q99469838,http://schema.org/description,painting by Bartolomeo Biscaino
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q12233
http://www.wikidata.org/entity/Q443779,http://www.w3.org/2004/02/skos/core#altLabel,María Gutiérrez Cueto y Blanchard
http://www.wikidata.org/entity/Q1231009,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q29644658,http://schema.org/description,peinture d'Alexandre-Évariste Fragonard
http://www.wikidata.org/entity/Q19904594,http://www.w3.org/2000/01/rdf-schema#label,The Massacres of the Triumvirate
http://www.wikidata.org/entity/Q3918344,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3814745,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q7742
http://www.wikidata.org/entity/Q3399388,http://www.wikidata.org/prop/direct/P1476,"Portret van Doña Isabel de Requesens, (1500-1577) vice-reine van Napels"
http://www.wikidata.org/entity/Q3225258,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q4640
http://www.wikidata.org/entity/Q3821663,http://schema.org/description,painting by Paul Cézanne
http://www.wikidata.org/entity/Q2275653,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q15177426
http://www.wikidata.org/entity/Q19544603,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q18736711,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q9158957,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8436
http://www.wikidata.org/entity/Q15934397,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q876082
http://www.wikidata.org/entity/Q3464081,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q654044,http://www.wikidata.org/prop/direct/P2049,123
http://www.wikidata.org/entity/Q152509,http://www.wikidata.org/prop/direct/P2048,208
http://www.wikidata.org/entity/Q18384768,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q3206488,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q6034865,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3010
http://www.wikidata.org/entity/Q334138,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q188641
http://www.wikidata.org/entity/Q3851963,http://www.w3.org/2000/01/rdf-schema#label,Le Mariage mystique de sainte Catherine
http://www.wikidata.org/entity/Q3808227,http://www.wikidata.org/prop/direct/P2049,900
http://www.wikidata.org/entity/Q2427320,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q18939557,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q485027
http://www.wikidata.org/entity/Q17494945,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P1071,http://www.wikidata.org/entity/Q9005
http://www.wikidata.org/entity/Q21121925,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q3503317,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1064904
http://www.wikidata.org/entity/Q18572249,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q19318765,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q625140
http://www.wikidata.org/entity/Q3451370,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q527
http://www.wikidata.org/entity/Q3498655,http://www.wikidata.org/prop/direct/P2048,163
http://www.wikidata.org/entity/Q3558973,http://www.wikidata.org/prop/direct/P1071,http://www.wikidata.org/entity/Q762133
http://www.wikidata.org/entity/Q19387870,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q1224572,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q2912117,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q18668582
http://www.wikidata.org/entity/Q3936373,http://www.wikidata.org/prop/direct/P2048,0.502
http://www.wikidata.org/entity/Q3222518,http://www.wikidata.org/prop/direct/P2049,1260
http://www.wikidata.org/entity/Q6314660,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3937498,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q1193312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3010
http://www.wikidata.org/entity/Q443779,http://www.w3.org/2004/02/skos/core#altLabel,Maria-Helene Blanchard
http://www.wikidata.org/entity/Q654044,http://www.wikidata.org/prop/direct/P373,Portrait of a Clad Warrior - Giovanni Gerolamo Savoldo - Louvre INV 659
http://www.wikidata.org/entity/Q47510545,http://schema.org/description,painting by Pierre Bonnard
http://www.wikidata.org/entity/Q23912,http://schema.org/description,painting by Eugène Delacroix
http://www.wikidata.org/entity/Q3821663,http://www.wikidata.org/prop/direct/P2048,0.0001
http://www.wikidata.org/entity/Q17491050,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q214252
http://www.wikidata.org/entity/Q15709546,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3772184,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q11460
http://www.wikidata.org/entity/Q19923605,http://www.wikidata.org/prop/direct/P571,1580-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3937441,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q168659
http://www.wikidata.org/entity/Q1239950,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q14748
http://www.wikidata.org/entity/Q562284,http://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q490
http://www.wikidata.org/entity/Q24160,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q302
http://www.wikidata.org/entity/Q3808227,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q639669
http://www.wikidata.org/entity/Q23011614,http://www.wikidata.org/prop/direct/P1066,http://www.wikidata.org/entity/Q536729
http://www.wikidata.org/entity/Q1713754,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q40446
http://www.wikidata.org/entity/Q5971073,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q16659398
http://www.wikidata.org/entity/Q3208312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q517
http://www.wikidata.org/entity/Q24283,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8502
http://www.wikidata.org/entity/Q3227124,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q44197
http://www.wikidata.org/entity/Q3208369,http://www.wikidata.org/prop/direct/P373,La Douleur et les Regrets d'Andromaque sur le corps d'Hector son mari (Jacques-Louis David)
http://www.wikidata.org/entity/Q1368055,http://schema.org/description,tableau de Jean-François Millet
http://www.wikidata.org/entity/Q11091772,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q103934
http://www.wikidata.org/entity/Q2734892,http://www.w3.org/2000/01/rdf-schema#label,Women in the Garden
http://www.wikidata.org/entity/Q3227124,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3329787
http://www.wikidata.org/entity/Q683274,http://www.w3.org/2004/02/skos/core#altLabel,Dance at Le Moulin de la Galette
http://www.wikidata.org/entity/Q3373686,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q15324
